Data,Unidade Origem,Unidade Destino,Documento,Produto (Saída),Produto (Entrada),Espécie,Valor Saída (R$),Valor Entrada (R$),Diferença (R$),Qtd Saída,Qtd Entrada,Diferença Qtd,Status,Tipo de Divergência,Qualidade Match,Observações,Detalhes Produto
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,LUVA ESTÉRIL  N 7.5 (PAR),-,MATERIAIS HOSPITALARES,11.38,,,10.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,HIDROCORTISONA 100 MG - FA,-,MEDICAMENTOS HOSPITALARES,120.17,,,50.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,NEOMICINA 5MG + BACITRACINA 250 MG 15G (NEBACETIN) - TUBO,NEOMICINA 5MG+BACITRACINA 250MG TB 15G (NEBACETIN),MEDICAMENTOS HOSPITALARES,26.78,26.78,0.0,9.0,9.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:9.0)",Quantidade exata
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,NEOMICINA 5MG + BACITRACINA 250 MG 15G (NEBACETIN) - TUBO,NEOMICINA 5MG+BACITRACINA 250MG TB 15G (NEBACETIN),MEDICAMENTOS HOSPITALARES,2.98,2.98,0.0,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:1.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,"LUVA ESTÉRIL  N 7,0 (PAR)",-,MATERIAIS HOSPITALARES,2.26,,,2.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080879,DESCARPACK 7L (COLETOR P/ PERFUROCORTANTE),DESCARPACK 7L (COLETOR P/ PERFUROCORTANTE),MATERIAIS HOSPITALARES,10.11,10.08,0.03,3.0,3.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080879, Qtd:3.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080879,CONJUNTO CALCA JALECO TNT AZ TAM G(CJGTA),CONJUNTO CALCA JALECO TNT AZ TAM G(CJGTA),MATERIAIS HOSPITALARES,877.69,878.44,-0.75,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080879, Qtd:100.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,"LUVA ESTÉRIL  N 7,0 (PAR)",-,MATERIAIS HOSPITALARES,11.29,,,10.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081582,"COMPRESSA NWV 40GR 0,25 X 0,30 (TM1)","COMPRESSA NWV 40GR 0,25 X 0,30 (TM1)",MATERIAIS HOSPITALARES,5.1,5.1,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081582, Qtd:30.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081271,"COMPRESSA NWV 40GR 0,25 X 0,30 (TM1)","COMPRESSA NWV 40GR 0,25 X 0,30 (TM1)",MATERIAIS HOSPITALARES,10.2,10.2,0.0,60.0,60.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081271, Qtd:60.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9388856,LUVA PROCEDIMENTOS M,LUVA PROCEDIMENTOS M (*.*),MATERIAIS HOSPITALARES,1041.01,1020.0,21.01,6000.0,6000.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388856, Qtd:6000.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081271,ABSORVENTE GERIATRICO,ABSORVENTE GERIATRICO,MATERIAIS HOSPITALARES,19.82,19.82,0.0,38.0,38.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081271, Qtd:38.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9388753,LUVA PROCEDIMENTOS M,-,MATERIAIS HOSPITALARES,1214.51,,,7000.0,,,❌ Não Conforme,Documento 9388753 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388751,LUVA PROCEDIMENTOS M,LUVA PROCEDIMENTOS M (*.*),MATERIAIS HOSPITALARES,347.0,340.0,7.0,2000.0,2000.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388751, Qtd:2000.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9388750,LUVA PROCEDIMENTOS M,LUVA DE PROCEDIMENTO LATEX TAM. M - UNIDADE,MATERIAIS HOSPITALARES,1041.01,1047.73,-6.72,6000.0,6000.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:75% | Doc:✓9388750 | Prod:56% | Esp:✓ | Data:mesma | Valor:≈,Texto:69% | Princípio:97% | Palavras:1
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080895,COMPRESSA GAZE ESTERIL 7.5 X 7.5CM 13 FIOS C/10,-,MATERIAIS HOSPITALARES,33.57,,,60.0,,,❌ Não Conforme,Documento 5080895 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,ELETRODO DESCARTAVEL,-,MATERIAIS HOSPITALARES,0.96,,,5.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080895,PLACA DE BISTURI (ELETROCIRURGICA 8180F - 3M),-,MATERIAIS HOSPITALARES,107.9,,,20.0,,,❌ Não Conforme,Documento 5080895 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080879,SAPATILHA DESCARTAVEL,SAPATILHA DESCARTAVEL,MATERIAIS HOSPITALARES,15.0,15.0,0.0,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080879, Qtd:100.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,SERINGA DESCARTAVEL 10 ML S/AGULHA,-,MATERIAIS HOSPITALARES,20.82,,,100.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081037,SERINGA DESCARTAVEL 10 ML S/AGULHA,SERINGA DESCARTAVEL 10 ML S/AGULHA,MATERIAIS HOSPITALARES,20.82,20.26,0.56,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081037, Qtd:100.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,CAPA DE VIDEO  P/ MICROCAMERA,-,MATERIAIS HOSPITALARES,2.11,,,1.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,SERINGA DESCARTAVEL 20 ML S/AGULHA,-,MATERIAIS HOSPITALARES,35.72,,,100.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,ASPIRADOR COM PONTA DESC.-ZAMMI,-,MATERIAIS HOSPITALARES,12.99,,,2.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080895,"EXTENSOR HOSPITALAR 5,6MM - 4,0M ZAMMI",-,MATERIAIS HOSPITALARES,108.13,,,20.0,,,❌ Não Conforme,Documento 5080895 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,EXTENSOR DE ASPIRAÇÃO SEM PONTA 2 M,-,MATERIAIS HOSPITALARES,10.22,,,4.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,METILPREDNISOLONA ACETATO 40 MG (DEPO MEDROL) - FA,METILPREDNISOLONA ACETATO FR 40MG (DEPO MEDROL),MEDICAMENTOS HOSPITALARES,75.42,75.42,0.0,5.0,5.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:5.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,LIDOCAINA 2% S/V FR 20ML (XYLESTESIN),-,MEDICAMENTOS HOSPITALARES,3.81,,,1.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,FILTRO BACTERIOLOGICO UMID. ADULTO,-,MATERIAIS HOSPITALARES,3.63,,,1.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,LIDOCAINA 2% S/V FR 20ML (XYLESTESIN),-,MEDICAMENTOS HOSPITALARES,7.62,,,2.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080890,FITA ADESIVA 19X50,FITA ADESIVA 19X50,MATERIAIS HOSPITALARES,7.73,7.67,0.06,2.0,2.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080890, Qtd:2.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080896,FITA ADESIVA 19X50,FITA ADESIVA 19X50,MATERIAIS HOSPITALARES,11.6,11.5,0.1,3.0,3.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080896, Qtd:3.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080879,FORMOL 10% 1000ML,FORMOL 10% 1000ML,MATERIAIS HOSPITALARES,21.18,21.24,-0.06,3.0,3.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080879, Qtd:3.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA SAO BERNARDO - REDE CASA,5082002,INSULINA NPH 100UI/ML 10ML FR (NOVOLIN N),INSULINA HUMANA NPH 100UI/ML FR 10ML (M.A.R.),MEDICAMENTOS HOSPITALARES,63.45,63.45,0.0,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5082002, Qtd:1.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081128,TRAMADOL CLORIDRATO 50 MG 1ML (TRAMAL) - AMP,TRAMADOL CLORIDRATO 100MG AMP 2ML (TRAMAL),MEDICAMENTOS HOSPITALARES,15.69,18.89,-3.2,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081128, Qtd:20.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081128,TRAMADOL CLORIDRATO 100MG AMP 2ML (TRAMAL),TRAMADOL CLORIDRATO 50 MG 1ML (TRAMAL) - AMP,MEDICAMENTOS HOSPITALARES,18.89,16.11,2.78,20.0,20.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081128, Qtd:20.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9388758,DEXMEDETOMIDINA 100MCG/ML 2ML (PRECEDEX),-,MEDICAMENTOS HOSPITALARES,103.94,,,20.0,,,❌ Não Conforme,Documento 9388758 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,QUETIAPINA FUMARATO 100 MG (SEROQUEL) - COMP,QUETIAPINA FUMARATO COMP 100MG (SEROQUEL),MEDICAMENTOS HOSPITALARES,17.33,17.33,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:30.0)",Quantidade exata
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,RIVAROXABANA 20 MG (XARELTO) - COMP,RIVAROXABANA COMP 20MG (XARELTO) (M.A.R),MEDICAMENTOS HOSPITALARES,11.94,11.94,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:30.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,CETAMINA 50MG/ML 2ML AMP (KETAMIN),-,MEDICAMENTOS HOSPITALARES,13.18,,,1.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,ACIDO TRANEXAMICO 250 MG 5ML (TRANSAMIN) - AMP,-,MEDICAMENTOS HOSPITALARES,49.69,,,20.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,"FENTANILA 0,05MG/ML FR 10ML (FENTANIL) (M.A.R)",-,MEDICAMENTOS HOSPITALARES,2.81,,,1.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,"FENTANILA 0,05MG/ML FR 10ML (FENTANIL) (M.A.R)",-,MEDICAMENTOS HOSPITALARES,2.81,,,1.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,METFORMINA 500 MG (GLIFAGE) - DRAGEA,-,MEDICAMENTOS HOSPITALARES,2.85,,,20.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9388836,PROPOFOL 1% FR 50ML (DIPRIVAN),PROPOFOL 1% FR 50ML (DIPRIVAN) (M.A.R),MEDICAMENTOS HOSPITALARES,489.33,489.33,0.0,12.0,12.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388836, Qtd:12.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,ROPIVACAÍNA CLORIDRATO 10MG/ML AMP 20ML (NAROPIN),-,MEDICAMENTOS HOSPITALARES,12.14,,,1.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,SULFATO DE MAGNESIO 10% AMPOLA (M.A.R),-,MEDICAMENTOS HOSPITALARES,1.97,,,2.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081128,LOPERAMIDA 2MG (IMOSEC) - COMP,LOPERAMIDA 2MG (IMOSEC) - COMP,MEDICAMENTOS HOSPITALARES,2.14,2.14,0.0,12.0,12.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081128, Qtd:12.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388999,AGUA BI - DESTILADA 10 ML  AMP,AGUA DESTILADA 10 ML - AMP,MEDICAMENTOS HOSPITALARES,32.1,32.0,0.1,200.0,200.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388999, Qtd:200.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,"COMPRESSA GAZE 7,5X7,5CM (PCT C/ 10 ) ESTERIL",-,MATERIAIS HOSPITALARES,7.37,,,17.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080895,ELETRODO DESCARTAVEL,-,MATERIAIS HOSPITALARES,9.69,,,50.0,,,❌ Não Conforme,Documento 5080895 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,CLONIDINA CLORIDRATO 100 MCG (ATENSINA) - COMP,CLONIDINA CLORIDRATO COMP 100MCG (ATENSINA),MEDICAMENTOS HOSPITALARES,20.31,20.32,-0.01,60.0,60.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:60.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9388856,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,AVENTAL DESCART MANGA LONGA/PUNHO MALHA,MATERIAIS HOSPITALARES,355.86,356.40000000000003,-0.54,120.0,120.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,Score:100% | Agrupado (Soma 2 itens: 150 un),Match por agrupamento de saída
2025-12-05,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9388856,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,AVENTAL DESCART MANGA LONGA/PUNHO MALHA,MATERIAIS HOSPITALARES,88.96,89.10000000000001,-0.14,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,Score:100% | Agrupado (Soma 2 itens: 150 un),Match por agrupamento de saída
2025-12-05,CASA DE PORTUGAL,HOSPITAL EVANGELICO - REDE CASA,9388855,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,AVENTAL DESCART MANGA LONGA/PUNHO MALHA,MATERIAIS HOSPITALARES,444.82,444.82,0.0,150.0,150.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388855, Qtd:150.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081787,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,12.97,12.97,0.0,100.0,100.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081787, Qtd:100.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,SERINGA DESCARTAVEL 03 ML S/AGULHA,-,MATERIAIS HOSPITALARES,0.21,,,2.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL ILHA DO GOVERNADOR - REDE CASA,9388753,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,-,MATERIAIS HOSPITALARES,889.64,,,300.0,,,❌ Não Conforme,Documento 9388753 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9388750,AVENTAL DESCART MANGA LONGA/PUNHO MALHA 30GR,AVENTAL DESCART MANGA LONGA/PUNHO MALHA,MATERIAIS HOSPITALARES,444.82,444.82,0.0,150.0,150.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388750, Qtd:150.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL RIO LARANJEIRAS - REDE CASA,9388750,MASCARA P/ TUBERCULOSE PFF 2 / N 95 (BICO DE PATO),MASCARA N 95 (BICO DE PATO),MATERIAIS HOSPITALARES,12.46,12.46,0.0,10.0,10.0,0.0,✅ Conforme,-,⭐ Razoável,Score:72% | Doc:✓9388750 | Prod:49% | Esp:✓ | Data:mesma | Valor:≈,Texto:71% | Princípio:71% | Palavras:3
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,AGUA DESTILADA 10ML - AMP,-,MEDICAMENTOS HOSPITALARES,32.93,,,200.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,"FIO MONOCRYL 4-0 45CM 3/8 AG 1,9 CM (Y 496 G)",-,MATERIAIS HOSPITALARES,13.45,,,1.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,"FIO MONONYLON 3-0 45CM 3/8 AG 3,0CM ( 1171 T )",-,MATERIAIS HOSPITALARES,20.83,,,7.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,LEVODOPA 200 MG + BENSERAZIDA 50 MG (PROLOPA) - COMP,LEVODOPA 200MG + BENSERAZIDA 50MG COMP (PROLOPA),MEDICAMENTOS HOSPITALARES,58.9,58.9,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:30.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5080896,"INVOLUCRO PESADO SMS AZUL 60GR 1,00 X 1,00 (WP11)","INVOLUCRO PESADO SMS AZUL 60GR 1,00 X 1,00 (WP11)",MATERIAIS HOSPITALARES,56.95,61.92,-4.97,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5080896, Qtd:30.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388431,PROPOFOL 1% FR 20ML (DIPRIVAN),-,MEDICAMENTOS HOSPITALARES,6.83,,,1.0,,,❌ Não Conforme,Documento 9388431 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,GENTAMICINA SULFATO AMP 80 MG/2ML,-,MEDICAMENTOS HOSPITALARES,1.78,,,2.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5082612,JELCO 20 DISP.SEGURANCA,-,MATERIAIS HOSPITALARES,132.68,,,50.0,,,❌ Não Conforme,Documento 5082612 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,CASA DE PORTUGAL,HOSPITAL CASA SAO BERNARDO - REDE CASA,9389257,INSULINA HUMANA NPH 100UI/ML FR/AMP 10ML (M.A.R.),INSULINA HUMANA NPH 100UI/ML FR 10ML (M.A.R.),MEDICAMENTOS HOSPITALARES,62.49,62.49,0.0,1.0,1.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9389257, Qtd:1.0)",Quantidade exata
2025-12-05,HOSPITAL CASA RIO LARANJEIRAS,HOSPITAL CASA RIO BOTAFOGO - REDE CASA,5081582,KIT DESCARTAVEL HIGIENIZACAO (DRYBATH / KIT ISOTEX),KIT DESCARTAVEL HIGIENIZACAO (DRYBATH / KIT ISOTEX),MATERIAIS HOSPITALARES,27.0,27.0,0.0,6.0,6.0,0.0,✅ Conforme,-,⭐⭐ Bom,Score:81% | Doc:✓5081582 | Prod:69% | Esp:✓ | Data:mesma | Valor:≈,Texto:100% | Princípio:100% | Palavras:4
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388294,PROPOFOL 1% FR 20ML (DIPRIVAN),-,MEDICAMENTOS HOSPITALARES,13.65,,,2.0,,,❌ Não Conforme,Documento 9388294 não encontrado na entrada,-,Sem correspondência encontrada,-
2025-12-05,HOSPITAL CASA EVANGELICO,HOSPITAL CASA SAO BERNARDO - REDE CASA,5081369,LEVOTIROXINA SODICA 25 MCG (PURAN T4) - COMP,LEVOTIROXINA SÓDICA COMP 25MCG (PURAN T4),MEDICAMENTOS HOSPITALARES,8.61,8.61,0.0,30.0,30.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:5081369, Qtd:30.0)",Quantidade exata
2025-12-05,CASA DE PORTUGAL,HOSPITAL DE CANCER - REDE CASA,9388751,MASCARA DESCARTAVEL COM ELASTICO,MASCARA DESCARTAVEL COM ELASTICO,MATERIAIS HOSPITALARES,30.15,30.0,0.15,200.0,200.0,0.0,✅ Conforme,-,⭐⭐⭐ Excelente,"Score:100% | Match exato (Doc:9388751, Qtd:200.0)",Quantidade exata
